age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y
-1.301389006309902,0.29702426521597597,0.795820680214461,0.8297404571416565,0.12161799131350233,2.12858571114112,0.9581755363308642,0.39158717706454493,0.2689562067292045,0.6640236766714541,-1.0090950240253276,-0.06188197198077628,-0.7390699013560209,-0.4354810109241645,0
1.2385027760633438,1.04301762685075,0.795820680214461,-1.9594279199899851,0.12161799131350233,-0.20259405572417424,0.9581755363308642,0.39158717706454493,0.2689562067292045,-0.17113081442126205,1.0508599716151612,-0.06188197198077628,-0.7390699013560209,0.16230701779474446,1
-1.301389006309902,-1.1949624580535723,-0.6483415341523372,-0.5648437314241643,0.12161799131350233,-0.21670925692084347,0.9581755363308642,0.39158717706454493,0.2689562067292045,0.06748475446237114,0.02088247379491678,0.7029248941973405,-0.14404469041774107,-0.4354810109241645,1
-1.301389006309902,0.29702426521597597,-0.6483415341523372,0.8297404571416565,0.12161799131350233,-0.38446299421972,0.9581755363308642,0.39158717706454493,0.2689562067292045,0.06748475446237114,0.707534139008413,-0.06188197198077628,0.45098052052053883,1.9556711039514714,1
1.2385027760633438,-0.4489690964187982,0.795820680214461,-1.9594279199899851,0.12161799131350233,1.5004592578893396,0.9581755363308642,0.39158717706454493,0.2689562067292045,1.2605625988805371,-2.039072521845572,-0.826688838158893,-0.14404469041774107,1.9556711039514714,0
-1.301389006309902,1.04301762685075,-0.6483415341523372,-0.5648437314241643,0.12161799131350233,1.2534432369476283,0.9581755363308642,0.39158717706454493,0.2689562067292045,0.5447158922296376,-1.0090950240253276,-0.06188197198077628,0.45098052052053883,-0.4354810109241645,0
1.2385027760633438,-0.4489690964187982,-0.6483415341523372,-0.5648437314241643,0.12161799131350233,1.15843707504697,0.9581755363308642,0.39158717706454493,-3.71807742294209,0.9026392455550873,0.02088247379491678,-1.5914957043370097,-0.14404469041774107,-0.4354810109241645,0
-1.301389006309902,0.29702426521597597,0.795820680214461,0.8297404571416565,0.12161799131350233,-0.5880476268639877,-1.0436501059391414,0.39158717706454493,0.2689562067292045,0.30610032334600434,1.0508599716151612,-0.06188197198077628,1.0460057314588187,-0.4354810109241645,0
-1.301389006309902,-0.07597241560141112,-0.6483415341523372,0.8297404571416565,0.12161799131350233,0.025963625191123576,-1.0436501059391414,0.39158717706454493,0.2689562067292045,0.9026392455550873,0.3642083064016649,-0.826688838158893,-0.14404469041774107,-0.4354810109241645,0
1.2385027760633438,1.04301762685075,0.795820680214461,-0.5648437314241643,0.12161799131350233,3.335435413456339,0.9581755363308642,0.39158717706454493,-3.71807742294209,0.18679253890418773,-1.0090950240253276,-1.5914957043370097,-0.7390699013560209,-0.4354810109241645,0
